Reference,Comment,Locality,Sample,Lithology,Age Minimum,Age Maximum,Age Precise,Age,SiO2,TiO2,CaO,Al2O3,MnO,Fe2O3,FeO,FeO.tot,MgO,Na2O,K2O,P2O5,H20 ,CO2,S,F,C,Corg,LOI,Cu,Pb,Hf,Zr,Nb,Ta,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Th,Ni,Co,Cr,Sc,Zn,V,Ga,Rb,Sr,Cs,Ba,U,Cl,Mo,As,Sn,W,Li,Be,Bi,B,Sb,Au (ng/g),Cd,Tl,Ag,Re,Ge,In,Te
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-52,Loess,0,0.8,,0,62.65,0.85,13.8,12.3,0.086,x,4.19,4.19,2.72,1.22,2.02,0.17,x,x,x,x,x,x,13.94,16,15,x,320,13.1,x,33,33,67,x,30,x,x,x,x,x,x,x,x,x,x,12,30,x,68,12,55,73,12,80,154,x,343,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-53,Palaeosol,0,0.8,,0,67.58,0.98,6.44,14.13,0.101,x,5.09,5.09,2.2,1.09,2.26,0.13,x,x,x,x,x,x,10.12,23,20,x,378,16.5,x,39,45,89,x,37,x,x,x,x,x,x,x,x,x,x,14,40,x,83,14,71,89,16,103,124,x,413,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-54,Palaeosol,0,0.8,,0,61.21,0.9,15.04,12.69,0.117,x,4.53,4.53,2.36,0.98,2.04,0.15,x,x,x,x,x,x,15.08,20,17,x,328,14.3,x,34,39,76,x,36,x,x,x,x,x,x,x,x,x,x,13,35,x,72,11,59,76,12,86,128,x,368,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-55,Loess,0,0.8,,0,64.02,0.83,12.18,11.01,0.086,x,3.75,3.75,4.44,1.53,1.99,0.17,x,x,x,x,x,x,13.21,16,14,x,341,12.8,x,31,32,71,x,31,x,x,x,x,x,x,x,x,x,x,12,27,x,63,11,50,66,11,74,182,x,309,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-56,Palaeosol,0,0.8,,0,67.65,0.94,6.01,14.15,0.086,x,5.05,5.05,2.34,1.31,2.32,0.14,x,x,x,x,x,x,9.48,20,18,x,347,15.5,x,37,39,82,x,36,x,x,x,x,x,x,x,x,x,x,15,37,x,81,13,70,89,17,103,123,x,403,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-57,Palaeosol,0,0.8,,0,67.02,0.88,9.12,12.89,0.06,x,4.49,4.49,2.11,1.17,2.1,0.14,x,x,x,x,x,x,11.31,21,17,x,348,14.3,x,34,38,76,x,35,x,x,x,x,x,x,x,x,x,x,13,31,x,75,13,60,79,14,92,124,x,353,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-58,Palaeosol,0,0.8,,0,69.16,0.94,5.96,13.65,0.054,x,4.91,4.91,1.93,1.1,2.17,0.13,x,x,x,x,x,x,9.64,21,19,x,373,15.7,x,37,39,83,x,37,x,x,x,x,x,x,x,x,x,x,15,32,x,80,11,69,90,15,101,120,x,369,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-59,Loess,0,0.8,,0,59.74,0.85,15.95,11.92,0.069,x,4.19,4.19,3.93,1.17,2,0.18,x,x,x,x,x,x,16.03,17,14,x,310,12.8,x,30,31,67,x,30,x,x,x,x,x,x,x,x,x,x,11,28,x,68,10,54,74,13,76,177,x,320,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-60,Loess,0,0.8,,0,62.75,0.9,11.26,12.5,0.093,x,4.5,4.5,4.42,1.26,2.13,0.18,x,x,x,x,x,x,13.65,20,17,x,340,13.6,x,36,39,74,x,35,x,x,x,x,x,x,x,x,x,x,12,35,x,72,12,59,79,13,81,176,x,334,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-61,Palaeosol,0,0.8,,0,68.82,0.92,6.15,13.67,0.095,x,4.75,4.75,2.02,1.21,2.22,0.15,x,x,x,x,x,x,9.27,22,19,x,360,15.2,x,38,42,85,x,38,x,x,x,x,x,x,x,x,x,x,13,35,x,81,12,67,87,15,100,118,x,404,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-62,Palaeosol,0,0.8,,0,68.67,0.93,5.8,14.07,0.1,x,4.74,4.74,2.02,1.25,2.27,0.14,x,x,x,x,x,x,9.48,21,19,x,353,15.5,x,38,39,82,x,36,x,x,x,x,x,x,x,x,x,x,14,37,x,80,13,70,91,16,103,119,x,417,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-63,Palaeosol,0,0.8,,0,67.64,0.91,7.92,13.37,0.112,x,4.57,4.57,2.1,1.08,2.15,0.15,x,x,x,x,x,x,10.87,21,17,x,349,15.1,x,39,42,77,x,37,x,x,x,x,x,x,x,x,x,x,13,37,x,78,12,62,83,13,96,123,x,397,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Újvári, Gábor, Andrea Varga, Béla Raucsik, and János Kovács. “The Paks Loess-Paleosol Sequence: A Record of Chemical Weathering and Provenance for the Last 800ka in the Mid-Carpathian Basin.” Quaternary International, Loess Research and Lithostratigraphy in Hungary, 319, no. Supplement C (January 15, 2014): 22–37. https://doi.org/10.1016/j.quaint.2012.04.004.
",,"Paks Sequence, mid-Carpathian Basin, Hungary",Pa-64,Palaeosol,0,0.8,,0,69.52,0.96,5.18,14.2,0.076,x,4.92,4.92,1.76,1.02,2.24,0.14,x,x,x,x,x,x,9.29,23,20,x,368,15.6,x,42,42,87,x,39,x,x,x,x,x,x,x,x,x,x,14,36,x,82,12,68,92,16,105,114,x,390,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
","Study also reports some marine sand samples, which are omitted from this compilation.","Adventdalen Valley, Spitsbergen, Svalbard",P2E1,Loess,0,0.012,,0,76.66,0.7,0.45,12.5,0.04,4.8,x,4.32,0.77,1.43,2.49,0.15,x,x,x,x,x,x,x,17,16,x,303,16,1,23,29.7,63.4,7.7,26.9,5.2,1.1,4.44,0.69,3.87,0.81,2.16,0.36,2.31,0.36,7,25,14,163,x,69,130,12,74,162,4,615,2.52,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Adventdalen Valley, Spitsbergen, Svalbard",P2E2,Loess,0,0.012,,0,76.85,0.74,0.41,12.32,0.03,4.75,x,4.27,0.75,1.54,2.44,0.17,x,x,x,x,x,x,x,19,16,x,272,15,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,29,14,114,x,73,129,12,75,161,x,613,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Adventdalen Valley, Spitsbergen, Svalbard",P2E3,Loess,0,0.012,,0,76.65,0.75,0.43,12.41,0.03,4.91,x,4.42,0.74,1.41,2.49,0.17,x,x,x,x,x,x,x,17,16,x,291,16,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8,27,16,146,x,70,132,12,76,157,x,600,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Adventdalen Valley, Spitsbergen, Svalbard",LO94,Loess,0,0.012,,0,78.73,0.61,0.56,10.85,0.04,3.52,x,3.17,1.04,2.2,2.37,0.1,x,x,x,x,x,x,x,18,15,x,243,15,0.9,21,29.3,62.3,7.7,26.3,5.02,1.07,4.24,0.66,3.65,0.76,2.09,0.34,2.15,0.34,6,27,17,96,x,73,133,12,75,157,4.2,577,2.21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Ny-Alesund area, Spitsbergen, Svalbard",GAI,Loess,0,0.012,,0,78.66,0.6,0.55,10.94,0.04,3.51,x,3.16,1.03,2.22,2.36,0.09,x,x,x,x,x,x,x,7,14,x,261,12,x,22,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,10,9,42,x,36,57,11,89,81,x,486,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Adventdalen Valley, Spitsbergen, Svalbard",2408M3,Loess,0,0.012,,0,76.98,0.72,0.43,12.17,0.03,4.84,x,4.36,0.72,1.56,2.4,0.16,x,x,x,x,x,x,x,10,16,x,300,14,0.9,23,28.8,60.4,7.4,25.6,4.84,1.05,4.24,0.65,3.68,0.78,2.13,0.35,2.24,0.36,7,27,15,95,x,64,134,12,72,161,3.5,606,2.21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Mercedes, Buenos Aires Formation, Argentina",43561,Loess,0,0.126,,0,65.02,0.68,8.41,15.14,0.08,4.81,x,4.33,1.54,1.99,2.18,0.16,x,x,x,x,x,x,x,19,13,x,186,9,0.7,21,21.3,41,5.6,20.4,4.23,1.01,3.68,0.56,3.16,0.66,1.85,0.29,1.91,0.28,6,9,12,30,x,55,85,14,76,271,4.9,516,1.62,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Mercedes, Buenos Aires Formation, Argentina",43813,Loess,0,0.126,,0,70.66,0.74,3.41,14.41,0.11,4.34,x,3.91,1.1,2.67,2.37,0.18,x,x,x,x,x,x,x,18,19,x,252,11,0.8,22,23.2,47.1,6.2,21.9,4.43,1.03,3.96,0.6,3.51,0.75,2.07,0.34,2.13,0.34,9,39,12,32,x,61,94,14,78,299,4.7,608,2.25,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Mercedes, Buenos Aires Formation, Argentina",24-25,Loess,0,0.126,,0,62.39,0.72,10.94,15.01,0.12,4.67,x,4.2,1.35,2.44,2.12,0.23,x,x,x,x,x,x,x,21,15,x,201,9,0.6,22,21.4,42.3,5.8,21.4,4.44,1.06,3.9,0.59,3.37,0.71,1.92,0.3,2,0.3,6,9,11,32,x,55,88,13,69,336,4.1,479,2.06,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Mercedes, Buenos Aires Formation, Argentina",32-34,Loess,0,0.126,,0,65.63,0.89,4.19,16.91,0.1,5.58,x,5.02,1.67,2.6,2.28,0.15,x,x,x,x,x,x,x,17,14,x,232,10,0.7,26,22.5,46.5,6.4,23.4,4.89,1.25,4.44,0.67,4.05,0.82,2.26,0.37,2.42,0.36,7,13,15,36,x,66,119,17,74,388,4.8,659,1.72,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Mercedes, Buenos Aires Formation, Argentina",40-42,Loess,0,0.126,,0,66.94,0.91,3.55,16.2,0.1,5.64,x,5.07,2.15,1.93,2.44,0.14,x,x,x,x,x,x,x,21,16,x,225,11,0.9,23,25.1,52.2,6.9,24.7,5.2,1.16,4.5,0.68,3.81,0.78,2.2,0.35,2.17,0.25,9,14,12,37,x,72,117,16,83,305,5.7,559,1.91,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Mercedes, Buenos Aires Formation, Argentina",52-54,Loess,0,0.126,,0,69.5,1.09,4.84,13.59,0.32,5.33,x,4.8,1.56,1.5,2.14,0.14,x,x,x,x,x,x,x,17,22,x,290,16,1.1,30,30.1,69.5,8.2,29,5.8,1.3,5.12,0.79,4.61,0.92,2.51,0.41,2.69,0.4,8,19,32,53,x,58,149,14,81,254,5.8,1048,2.14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Gallet, Sylvain, Bor-ming Jahn, Brigitte Van Vliet Lanoë, Aline Dia, and Eduardo Rossello. “Loess Geochemistry and Its Implications for Particle Origin and Composition of the Upper Continental Crust.” Earth and Planetary Science Letters 156, no. 3 (March 30, 1998): 157–72. https://doi.org/10.1016/S0012-821X(97)00218-5.
",,"Lujan Formation, Argentina",LUJA,Loess,0,0.126,,0,70.22,0.67,2.6,15.4,0.05,3.58,x,3.22,1.36,3.36,2.65,0.1,x,x,x,x,x,x,x,14,16,x,252,11,0.8,21,23.5,46.8,6.4,22.6,4.46,1.02,3.8,0.58,3.37,0.68,1.84,0.31,2.04,0.31,8,7,7,29,x,52,85,14,89,337,4.7,539,2.3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
"Hu, Fangen, and Xiaoping Yang. 2016. “Geochemical and Geomorphological Evidence for the Provenance of Aeolian Deposits in the Badain Jaran Desert, Northwestern China.” Quaternary Science Reviews 131 (Part A): 179–92. doi:10.1016/j.quascirev.2015.10.039.
",,"Badain Jaran Desert, NW China",B-1,Aeolian sediment,0,0.012,,0,74.94,3.56,2.57,10.67,0.461,2.21,x,1.99,1.3,3.1,2.27,x,x,x,x,x,x,x,x,12.7,10.3,4.1,137,4.79,0.4,14.6,13,24,3.14,12.9,2.56,0.66,2.27,0.44,2.39,0.5,1.53,0.25,1.7,0.25,3.63,14.3,5.11,27.2,5.88,32.1,45.2,10.2,54.9,286,1.76,664,1.64,x,1.25,x,x,0.547,10.2,0.964,0.113,x,0.75,x,0.172,0.339,,0.019,,0.027,x
"Hu, Fangen, and Xiaoping Yang. 2016. “Geochemical and Geomorphological Evidence for the Provenance of Aeolian Deposits in the Badain Jaran Desert, Northwestern China.” Quaternary Science Reviews 131 (Part A): 179–92. doi:10.1016/j.quascirev.2015.10.039.
",,"Badain Jaran Desert, NW China",B-2,Aeolian sediment,0,0.012,,0,70.33,5.96,3.56,11.38,0.659,2.95,x,2.65,1.73,3.05,2.3,x,x,x,x,x,x,x,x,14.9,11.9,7.59,276,7.94,0.73,17.4,17.6,34,4.36,17.5,3.4,0.86,2.9,0.54,3.16,0.59,1.95,0.29,2.11,0.31,5.13,19.9,6.6,67.5,7.38,36.8,62.6,11.1,61.2,309,2.1,652,1.97,x,1.17,x,x,0.643,13,1.16,0.13,x,0.86,x,0.103,0.323,,0.015,,0.027,x
"Hu, Fangen, and Xiaoping Yang. 2016. “Geochemical and Geomorphological Evidence for the Provenance of Aeolian Deposits in the Badain Jaran Desert, Northwestern China.” Quaternary Science Reviews 131 (Part A): 179–92. doi:10.1016/j.quascirev.2015.10.039.
",,"Badain Jaran Desert, NW China",B-3,Aeolian sediment,0,0.012,,0,76.85,2.88,2.91,8.49,0.424,2.4,x,2.16,1.7,1.95,1.85,x,x,x,x,x,x,x,x,11.2,10.1,2.48,87.2,5.55,0.44,10.9,15.4,28.2,3.4,13.1,2.41,0.5,1.81,0.39,1.98,0.33,1.21,0.19,1.15,0.16,4.97,27.7,6.78,66.6,6.11,28.9,46.6,8.07,59.4,143,2.04,505,1.38,x,0.877,x,x,0.539,10,0.776,0.098,x,0.87,x,0.076,0.353,,0.016,,0.027,x
"Hu, Fangen, and Xiaoping Yang. 2016. “Geochemical and Geomorphological Evidence for the Provenance of Aeolian Deposits in the Badain Jaran Desert, Northwestern China.” Quaternary Science Reviews 131 (Part A): 179–92. doi:10.1016/j.quascirev.2015.10.039.
",,"Badain Jaran Desert, NW China",B-4,Aeolian sediment,0,0.012,,0,85.23,1.29,1.97,6.19,0.363,0.97,x,0.87,0.41,1.58,1.86,x,x,x,x,x,x,x,x,6.8,8.44,2.53,87.4,2.33,0.23,9.75,7.48,13.7,1.76,7.16,1.47,0.32,1.27,0.27,1.56,0.33,1.01,0.15,1.13,0.18,2.83,11.6,3.63,19.4,2.69,15.1,16.6,5.51,59.1,115,1.87,512,0.85,x,1.65,x,x,0.279,5.69,0.414,0.09,x,0.88,x,0.028,0.314,,0.006,,0.008,x
"Hu, Fangen, and Xiaoping Yang. 2016. “Geochemical and Geomorphological Evidence for the Provenance of Aeolian Deposits in the Badain Jaran Desert, Northwestern China.” Quaternary Science Reviews 131 (Part A): 179–92. doi:10.1016/j.quascirev.2015.10.039.
",,"Badain Jaran Desert, NW China",B-5,Aeolian sediment,0,0.012,,0,80.96,2.82,2.05,7.9,0.355,1.97,x,1.77,1.02,1.92,1.76,x,x,x,x,x,x,x,x,10.1,9.24,3.55,122,4.48,0.37,9.84,11.3,21,2.54,9.96,1.88,0.44,1.68,0.34,1.8,0.34,0.97,0.15,1,0.15,3.44,19.9,4.82,75,4.67,22,37.8,7.17,53.2,138,1.76,498,1.15,x,2.46,x,x,0.548,7.9,0.999,0.101,x,0.68,x,0.11,0.326,,0.004,,0.021,x
"Hu, Fangen, and Xiaoping Yang. 2016. “Geochemical and Geomorphological Evidence for the Provenance of Aeolian Deposits in the Badain Jaran Desert, Northwestern China.” Quaternary Science Reviews 131 (Part A): 179–92. doi:10.1016/j.quascirev.2015.10.039.
",,"Badain Jaran Desert, NW China",B-6,Aeolian sediment,0,0.012,,0,79.52,1.99,1.07,9.4,0.302,1.71,x,1.54,0.53,2.98,2.59,x,x,x,x,x,x,x,x,9.29,8.58,4.41,142,5.54,0.48,18.9,13.6,25.9,3.3,13,2.66,0.47,2.47,0.53,3.37,0.6,1.93,0.34,2.04,0.37,6.94,10.7,3.88,192,3.63,22.7,23.9,8.67,68.2,102,1.84,549,1.87,x,3.03,x,x,10.9,6.48,0.783,0.117,x,1.12,x,0.085,0.422,,0.028,,0.03,x
"Hu, Fangen, and Xiaoping Yang. 2016. “Geochemical and Geomorphological Evidence for the Provenance of Aeolian Deposits in the Badain Jaran Desert, Northwestern China.” Quaternary Science Reviews 131 (Part A): 179–92. doi:10.1016/j.quascirev.2015.10.039.
",,"Badain Jaran Desert, NW China",B-7,Aeolian sediment,0,0.012,,0,77.11,3.49,2.36,8.81,0.414,2.42,x,2.18,1.36,2.14,1.95,x,x,x,x,x,x,x,x,11.9,11.3,3.62,122,5.79,0.48,12.4,14.7,27.9,3.35,12.8,2.34,0.57,1.85,0.41,2.14,0.4,1.28,0.21,1.28,0.2,4.57,26,6.31,81.3,6.02,28,47.2,8.14,59.9,156,1.96,535,1.24,x,1.09,x,x,0.689,9.14,1.04,0.127,x,0.74,x,0.118,0.376,,0.006,,0.009,x
"Hu, Fangen, and Xiaoping Yang. 2016. “Geochemical and Geomorphological Evidence for the Provenance of Aeolian Deposits in the Badain Jaran Desert, Northwestern China.” Quaternary Science Reviews 131 (Part A): 179–92. doi:10.1016/j.quascirev.2015.10.039.
",,"Badain Jaran Desert, NW China",B-8,Aeolian sediment,0,0.012,,0,78.6,2.82,2.2,8.2,0.374,2.09,x,1.88,1.24,2.08,1.86,x,x,x,x,x,x,x,x,11.7,10.5,3.33,109,4.55,0.39,10.8,12.6,23.9,2.88,11.1,2.07,0.48,1.73,0.35,1.94,0.34,1.06,0.16,1.22,0.17,4.11,19.6,5.41,62,5,24.9,40.6,7.79,56.3,159,1.91,532,1.28,x,0.908,x,x,0.532,8.14,0.988,0.131,x,0.85,x,0.022,0.274,,0.01,,0.027,x
